"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1A_IW_GRDH_1SDV_20170622T180645_20170622T180710_017150_01C980_21CD","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","177","2017-06-22T18:07:10Z","2017-06-23T08:20:13Z","GRD_HD","2017-06-22T18:06:45Z","2017-06-22T18:07:10Z","55.0273","-5.4936","54.0582","-7.228","54.4719","-3.2647","55.5472","-7.7797","55.9651","-3.6677","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180645_20170622T180710_017150_01C980_21CD.zip","907.34","-1","0","0","-1","S1A_IWDV_0177_0182_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180645_20170622T180710_017150_01C980_21CD","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","177","2017-06-22T18:07:10Z","2017-06-23T08:20:14Z","METADATA_GRD_HD","2017-06-22T18:06:45Z","2017-06-22T18:07:10Z","55.0273","-5.4936","54.0582","-7.228","54.4719","-3.2647","55.5472","-7.7797","55.9651","-3.6677","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180645_20170622T180710_017150_01C980_21CD.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0177_0182_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180620_20170622T180645_017150_01C980_3B72","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","172","2017-06-22T18:06:45Z","2017-06-23T08:21:13Z","GRD_HD","2017-06-22T18:06:20Z","2017-06-22T18:06:45Z","53.5342","-5.03","52.5666","-6.7099","52.9771","-2.884","54.0581","-7.228","54.4717","-3.2662","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180620_20170622T180645_017150_01C980_3B72.zip","854.66","-1","0","0","-1","S1A_IWDV_0172_0177_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180620_20170622T180645_017150_01C980_3B72","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","172","2017-06-22T18:06:45Z","2017-06-23T08:21:14Z","METADATA_GRD_HD","2017-06-22T18:06:20Z","2017-06-22T18:06:45Z","53.5342","-5.03","52.5666","-6.7099","52.9771","-2.884","54.0581","-7.228","54.4717","-3.2662","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180620_20170622T180645_017150_01C980_3B72.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0172_0177_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180555_20170622T180620_017150_01C980_370B","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","167","2017-06-22T18:06:20Z","2017-06-23T07:11:35Z","GRD_HD","2017-06-22T18:05:55Z","2017-06-22T18:06:20Z","52.0397","-4.588","51.0737","-6.2132","51.4817","-2.5137","52.5665","-6.7099","52.9769","-2.8857","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180555_20170622T180620_017150_01C980_370B.zip","896","-1","0","0","-1","S1A_IWDV_0167_0172_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180555_20170622T180620_017150_01C980_370B","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","167","2017-06-22T18:06:20Z","2017-06-23T07:11:36Z","METADATA_GRD_HD","2017-06-22T18:05:55Z","2017-06-22T18:06:20Z","52.0397","-4.588","51.0737","-6.2132","51.4817","-2.5137","52.5665","-6.7099","52.9769","-2.8857","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180555_20170622T180620_017150_01C980_370B.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0167_0172_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180530_20170622T180555_017150_01C980_7924","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","162","2017-06-22T18:05:55Z","2017-06-23T07:33:25Z","GRD_HD","2017-06-22T18:05:30Z","2017-06-22T18:05:55Z","50.5443","-4.1614","49.5796","-5.7368","49.9856","-2.1534","51.0736","-6.2132","51.4815","-2.5152","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180530_20170622T180555_017150_01C980_7924.zip","869.51","-1","0","0","-1","S1A_IWDV_0162_0167_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180530_20170622T180555_017150_01C980_7924","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","162","2017-06-22T18:05:55Z","2017-06-23T07:33:26Z","METADATA_GRD_HD","2017-06-22T18:05:30Z","2017-06-22T18:05:55Z","50.5443","-4.1614","49.5796","-5.7368","49.9856","-2.1534","51.0736","-6.2132","51.4815","-2.5152","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180530_20170622T180555_017150_01C980_7924.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0162_0167_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180505_20170622T180530_017150_01C980_52AF","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","157","2017-06-22T18:05:30Z","2017-06-23T07:33:22Z","GRD_HD","2017-06-22T18:05:05Z","2017-06-22T18:05:30Z","49.048","-3.7493","48.0843","-5.2784","48.4889","-1.8019","49.5795","-5.7368","49.9854","-2.1547","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180505_20170622T180530_017150_01C980_52AF.zip","820.85","-1","0","0","-1","S1A_IWDV_0157_0162_017150_103"
"S1A_IW_GRDH_1SDV_20170622T180505_20170622T180530_017150_01C980_52AF","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17150","103","157","2017-06-22T18:05:30Z","2017-06-23T07:33:22Z","METADATA_GRD_HD","2017-06-22T18:05:05Z","2017-06-22T18:05:30Z","49.048","-3.7493","48.0843","-5.2784","48.4889","-1.8019","49.5795","-5.7368","49.9854","-2.1547","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T180505_20170622T180530_017150_01C980_52AF.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0157_0162_017150_103"
"S1A_IW_GRDH_1SDV_20170622T065536_20170622T065601_017143_01C953_F460","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","417","2017-06-22T06:56:01Z","2017-06-22T16:14:17Z","GRD_HD","2017-06-22T06:55:36Z","2017-06-22T06:56:01Z","52.531","-10.4142","53.0618","-8.3045","53.4643","-12.0979","51.5696","-8.8076","51.9695","-12.4751","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065536_20170622T065601_017143_01C953_F460.zip","870.19","-1","0","0","-1","S1A_IWDV_0417_0422_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065536_20170622T065601_017143_01C953_F460","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","417","2017-06-22T06:56:01Z","2017-06-22T16:14:17Z","METADATA_GRD_HD","2017-06-22T06:55:36Z","2017-06-22T06:56:01Z","52.531","-10.4142","53.0618","-8.3045","53.4643","-12.0979","51.5696","-8.8076","51.9695","-12.4751","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065536_20170622T065601_017143_01C953_F460.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0417_0422_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065511_20170622T065536_017143_01C953_0352","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","412","2017-06-22T06:55:36Z","2017-06-22T16:11:12Z","GRD_HD","2017-06-22T06:55:11Z","2017-06-22T06:55:36Z","54.025","-9.9658","54.5525","-7.7772","54.9587","-11.7111","53.0619","-8.3045","53.4647","-12.101","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065511_20170622T065536_017143_01C953_0352.zip","866.53","-1","0","0","-1","S1A_IWDV_0412_0417_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065511_20170622T065536_017143_01C953_0352","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","412","2017-06-22T06:55:36Z","2017-06-22T16:11:13Z","METADATA_GRD_HD","2017-06-22T06:55:11Z","2017-06-22T06:55:36Z","54.025","-9.9658","54.5525","-7.7772","54.9587","-11.7111","53.0619","-8.3045","53.4647","-12.101","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065511_20170622T065536_017143_01C953_0352.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0412_0417_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065446_20170622T065511_017143_01C953_0FAC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","407","2017-06-22T06:55:11Z","2017-06-22T16:12:52Z","GRD_HD","2017-06-22T06:54:46Z","2017-06-22T06:55:11Z","55.5177","-9.496","56.0415","-7.221","56.4519","-11.3066","54.5526","-7.7772","54.9589","-11.7126","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065446_20170622T065511_017143_01C953_0FAC.zip","796.44","-1","0","0","-1","S1A_IWDV_0407_0412_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065446_20170622T065511_017143_01C953_0FAC","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","407","2017-06-22T06:55:11Z","2017-06-22T16:12:53Z","METADATA_GRD_HD","2017-06-22T06:54:46Z","2017-06-22T06:55:11Z","55.5177","-9.496","56.0415","-7.221","56.4519","-11.3066","54.5526","-7.7772","54.9589","-11.7126","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065446_20170622T065511_017143_01C953_0FAC.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0407_0412_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065421_20170622T065446_017143_01C953_C5B3","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","402","2017-06-22T06:54:46Z","2017-06-22T16:12:02Z","GRD_HD","2017-06-22T06:54:21Z","2017-06-22T06:54:46Z","57.0091","-9.0033","57.5287","-6.6344","57.9445","-10.8866","56.0415","-7.2209","56.4522","-11.3082","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065421_20170622T065446_017143_01C953_C5B3.zip","771.63","-1","0","0","-1","S1A_IWDV_0402_0407_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065421_20170622T065446_017143_01C953_C5B3","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","402","2017-06-22T06:54:46Z","2017-06-22T16:12:03Z","METADATA_GRD_HD","2017-06-22T06:54:21Z","2017-06-22T06:54:46Z","57.0091","-9.0033","57.5287","-6.6344","57.9445","-10.8866","56.0415","-7.2209","56.4522","-11.3082","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065421_20170622T065446_017143_01C953_C5B3.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0402_0407_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065356_20170622T065421_017143_01C953_9B24","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","397","2017-06-22T06:54:21Z","2017-06-22T16:13:24Z","GRD_HD","2017-06-22T06:53:56Z","2017-06-22T06:54:21Z","58.4993","-8.485","59.0138","-6.0112","59.4361","-10.4466","57.5288","-6.6344","57.9447","-10.8883","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065356_20170622T065421_017143_01C953_9B24.zip","775.99","-1","0","0","-1","S1A_IWDV_0397_0402_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065356_20170622T065421_017143_01C953_9B24","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","397","2017-06-22T06:54:21Z","2017-06-22T16:13:25Z","METADATA_GRD_HD","2017-06-22T06:53:56Z","2017-06-22T06:54:21Z","58.4993","-8.485","59.0138","-6.0112","59.4361","-10.4466","57.5288","-6.6344","57.9447","-10.8883","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065356_20170622T065421_017143_01C953_9B24.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0397_0402_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065331_20170622T065356_017143_01C953_930E","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","392","2017-06-22T06:53:56Z","2017-06-22T16:13:07Z","GRD_HD","2017-06-22T06:53:31Z","2017-06-22T06:53:56Z","59.988","-7.9361","60.4968","-5.3463","60.9267","-9.9838","59.0139","-6.0112","59.4363","-10.4482","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065331_20170622T065356_017143_01C953_930E.zip","773.16","-1","0","0","-1","S1A_IWDV_0392_0397_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065331_20170622T065356_017143_01C953_930E","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","392","2017-06-22T06:53:56Z","2017-06-22T16:13:08Z","METADATA_GRD_HD","2017-06-22T06:53:31Z","2017-06-22T06:53:56Z","59.988","-7.9361","60.4968","-5.3463","60.9267","-9.9838","59.0139","-6.0112","59.4363","-10.4482","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065331_20170622T065356_017143_01C953_930E.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0392_0397_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065306_20170622T065331_017143_01C953_296F","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","387","2017-06-22T06:53:31Z","2017-06-22T16:53:00Z","GRD_HD","2017-06-22T06:53:06Z","2017-06-22T06:53:31Z","61.475","-7.3523","61.9771","-4.633","62.4162","-9.4946","60.4968","-5.3462","60.9269","-9.9854","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065306_20170622T065331_017143_01C953_296F.zip","799.42","-1","0","0","-1","S1A_IWDV_0387_0392_017143_096"
"S1A_IW_GRDH_1SDV_20170622T065306_20170622T065331_017143_01C953_296F","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17143","96","387","2017-06-22T06:53:31Z","2017-06-22T16:53:01Z","METADATA_GRD_HD","2017-06-22T06:53:06Z","2017-06-22T06:53:31Z","61.475","-7.3523","61.9771","-4.633","62.4162","-9.4946","60.4968","-5.3462","60.9269","-9.9854","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170622T065306_20170622T065331_017143_01C953_296F.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0387_0392_017143_096"
"S1B_IW_GRDH_1SDV_20170622T060621_20170622T060646_006159_00AD21_B5C8","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","427","2017-06-22T06:06:46Z","2017-06-22T16:24:15Z","GRD_HD","2017-06-22T06:06:21Z","2017-06-22T06:06:46Z","49.5433","1.0979","50.0705","3.1363","50.4833","-0.5444","48.5756","2.6716","48.987","-0.8988","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060621_20170622T060646_006159_00AD21_B5C8.zip","959.51","-1","0","0","-1","S1B_IWDV_0427_0432_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060621_20170622T060646_006159_00AD21_B5C8","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","427","2017-06-22T06:06:46Z","2017-06-22T16:24:16Z","METADATA_GRD_HD","2017-06-22T06:06:21Z","2017-06-22T06:06:46Z","49.5433","1.0979","50.0705","3.1363","50.4833","-0.5444","48.5756","2.6716","48.987","-0.8988","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060621_20170622T060646_006159_00AD21_B5C8.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0427_0432_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060556_20170622T060621_006159_00AD21_79F8","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","422","2017-06-22T06:06:21Z","2017-06-22T14:50:53Z","GRD_HD","2017-06-22T06:05:56Z","2017-06-22T06:06:21Z","51.0392","1.5155","51.5638","3.6223","51.9789","-0.1797","50.0706","3.1363","50.4836","-0.5459","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060556_20170622T060621_006159_00AD21_79F8.zip","918.02","-1","0","0","-1","S1B_IWDV_0422_0427_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060556_20170622T060621_006159_00AD21_79F8","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","422","2017-06-22T06:06:21Z","2017-06-22T14:50:53Z","METADATA_GRD_HD","2017-06-22T06:05:56Z","2017-06-22T06:06:21Z","51.0392","1.5155","51.5638","3.6223","51.9789","-0.1797","50.0706","3.1363","50.4836","-0.5459","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060556_20170622T060621_006159_00AD21_79F8.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0422_0427_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060531_20170622T060556_006159_00AD21_2F16","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","417","2017-06-22T06:05:56Z","2017-06-22T16:05:28Z","GRD_HD","2017-06-22T06:05:31Z","2017-06-22T06:05:56Z","52.534","1.9479","53.0559","4.1279","53.474","0.1924","51.5639","3.6223","51.9792","-0.1827","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060531_20170622T060556_006159_00AD21_2F16.zip","845.99","-1","0","0","-1","S1B_IWDV_0417_0422_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060531_20170622T060556_006159_00AD21_2F16","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","417","2017-06-22T06:05:56Z","2017-06-22T16:05:29Z","METADATA_GRD_HD","2017-06-22T06:05:31Z","2017-06-22T06:05:56Z","52.534","1.9479","53.0559","4.1279","53.474","0.1924","51.5639","3.6223","51.9792","-0.1827","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060531_20170622T060556_006159_00AD21_2F16.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0417_0422_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060506_20170622T060531_006159_00AD21_57B4","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","412","2017-06-22T06:05:31Z","2017-06-22T14:51:03Z","GRD_HD","2017-06-22T06:05:06Z","2017-06-22T06:05:31Z","54.0279","2.3977","54.5465","4.6583","54.9683","0.579","53.056","4.1279","53.4742","0.191","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060506_20170622T060531_006159_00AD21_57B4.zip","752.56","-1","0","0","-1","S1B_IWDV_0412_0417_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060506_20170622T060531_006159_00AD21_57B4","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","412","2017-06-22T06:05:31Z","2017-06-22T14:51:04Z","METADATA_GRD_HD","2017-06-22T06:05:06Z","2017-06-22T06:05:31Z","54.0279","2.3977","54.5465","4.6583","54.9683","0.579","53.056","4.1279","53.4742","0.191","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060506_20170622T060531_006159_00AD21_57B4.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0412_0417_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060441_20170622T060506_006159_00AD21_1D4C","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","407","2017-06-22T06:05:06Z","2017-06-22T15:47:27Z","GRD_HD","2017-06-22T06:04:41Z","2017-06-22T06:05:06Z","55.5207","2.8676","56.0354","5.2168","56.4616","0.9801","54.5466","4.6584","54.9685","0.5775","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060441_20170622T060506_006159_00AD21_1D4C.zip","770.63","-1","0","0","-1","S1B_IWDV_0407_0412_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060441_20170622T060506_006159_00AD21_1D4C","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","407","2017-06-22T06:05:06Z","2017-06-22T15:47:28Z","METADATA_GRD_HD","2017-06-22T06:04:41Z","2017-06-22T06:05:06Z","55.5207","2.8676","56.0354","5.2168","56.4616","0.9801","54.5466","4.6584","54.9685","0.5775","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060441_20170622T060506_006159_00AD21_1D4C.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0407_0412_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060416_20170622T060441_006159_00AD21_38D0","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","402","2017-06-22T06:04:41Z","2017-06-22T15:46:59Z","GRD_HD","2017-06-22T06:04:16Z","2017-06-22T06:04:41Z","57.0122","3.3605","57.5224","5.8074","57.9542","1.3981","56.0355","5.2169","56.4619","0.9786","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060416_20170622T060441_006159_00AD21_38D0.zip","742.04","-1","0","0","-1","S1B_IWDV_0402_0407_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060416_20170622T060441_006159_00AD21_38D0","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","402","2017-06-22T06:04:41Z","2017-06-22T15:47:00Z","METADATA_GRD_HD","2017-06-22T06:04:16Z","2017-06-22T06:04:41Z","57.0122","3.3605","57.5224","5.8074","57.9542","1.3981","56.0355","5.2169","56.4619","0.9786","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060416_20170622T060441_006159_00AD21_38D0.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0402_0407_006159_008"
