"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1B_IW_GRDH_1SDV_20170622T060351_20170622T060416_006159_00AD21_EB12","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","397","2017-06-22T06:04:16Z","2017-06-22T14:50:10Z","GRD_HD","2017-06-22T06:03:51Z","2017-06-22T06:04:16Z","58.5023","3.8794","59.0074","6.4338","59.4459","1.8346","57.5225","5.8075","57.9544","1.3965","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060351_20170622T060416_006159_00AD21_EB12.zip","764.24","-1","0","0","-1","S1B_IWDV_0397_0402_006159_008"
"S1B_IW_GRDH_1SDV_20170622T060351_20170622T060416_006159_00AD21_EB12","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6159","8","397","2017-06-22T06:04:16Z","2017-06-22T14:50:11Z","METADATA_GRD_HD","2017-06-22T06:03:51Z","2017-06-22T06:04:16Z","58.5023","3.8794","59.0074","6.4338","59.4459","1.8346","57.5225","5.8075","57.9544","1.3965","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170622T060351_20170622T060416_006159_00AD21_EB12.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0397_0402_006159_008"
"S1B_IW_GRDH_1SDV_20170621T181543_20170621T181608_006152_00ACEA_278F","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","194","2017-06-21T18:16:08Z","2017-06-22T02:24:55Z","GRD_HD","2017-06-21T18:15:43Z","2017-06-21T18:16:08Z","60.1586","-9.3115","59.1847","-11.2389","59.607","-6.7925","60.6672","-11.9091","61.0973","-7.2604","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181543_20170621T181608_006152_00ACEA_278F.zip","805.52","-1","0","0","-1","S1B_IWDV_0194_0199_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181543_20170621T181608_006152_00ACEA_278F","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","194","2017-06-21T18:16:08Z","2017-06-22T02:24:56Z","METADATA_GRD_HD","2017-06-21T18:15:43Z","2017-06-21T18:16:08Z","60.1586","-9.3115","59.1847","-11.2389","59.607","-6.7925","60.6672","-11.9091","61.0973","-7.2604","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181543_20170621T181608_006152_00ACEA_278F.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0194_0199_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181518_20170621T181543_006152_00ACEA_126F","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","189","2017-06-21T18:15:43Z","2017-06-22T01:59:35Z","GRD_HD","2017-06-21T18:15:18Z","2017-06-21T18:15:43Z","58.6701","-8.7587","57.6997","-10.6112","58.1154","-6.3497","59.1846","-11.2389","59.6067","-6.7943","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181518_20170621T181543_006152_00ACEA_126F.zip","807.41","-1","0","0","-1","S1B_IWDV_0189_0194_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181518_20170621T181543_006152_00ACEA_126F","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","189","2017-06-21T18:15:43Z","2017-06-22T01:59:36Z","METADATA_GRD_HD","2017-06-21T18:15:18Z","2017-06-21T18:15:43Z","58.6701","-8.7587","57.6997","-10.6112","58.1154","-6.3497","59.1846","-11.2389","59.6067","-6.7943","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181518_20170621T181543_006152_00ACEA_126F.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0189_0194_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181453_20170621T181518_006152_00ACEA_EAC4","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","184","2017-06-21T18:15:18Z","2017-06-22T02:25:52Z","GRD_HD","2017-06-21T18:14:53Z","2017-06-21T18:15:18Z","57.18","-8.2367","56.2127","-10.0205","56.623","-5.9269","57.6996","-10.6112","58.1152","-6.3513","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181453_20170621T181518_006152_00ACEA_EAC4.zip","797.82","-1","0","0","-1","S1B_IWDV_0184_0189_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181453_20170621T181518_006152_00ACEA_EAC4","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","184","2017-06-21T18:15:18Z","2017-06-22T02:25:53Z","METADATA_GRD_HD","2017-06-21T18:14:53Z","2017-06-21T18:15:18Z","57.18","-8.2367","56.2127","-10.0205","56.623","-5.9269","57.6996","-10.6112","58.1152","-6.3513","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181453_20170621T181518_006152_00ACEA_EAC4.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0184_0189_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181428_20170621T181453_006152_00ACEA_F040","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","179","2017-06-21T18:14:53Z","2017-06-22T02:23:23Z","GRD_HD","2017-06-21T18:14:28Z","2017-06-21T18:14:53Z","55.6887","-7.7408","54.7239","-9.4606","55.1297","-5.52","56.2126","-10.0205","56.6227","-5.9284","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181428_20170621T181453_006152_00ACEA_F040.zip","794.12","-1","0","0","-1","S1B_IWDV_0179_0184_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181428_20170621T181453_006152_00ACEA_F040","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","179","2017-06-21T18:14:53Z","2017-06-22T02:23:24Z","METADATA_GRD_HD","2017-06-21T18:14:28Z","2017-06-21T18:14:53Z","55.6887","-7.7408","54.7239","-9.4606","55.1297","-5.52","56.2126","-10.0205","56.6227","-5.9284","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181428_20170621T181453_006152_00ACEA_F040.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0179_0184_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181403_20170621T181428_006152_00ACEA_F1AE","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","174","2017-06-21T18:14:28Z","2017-06-22T02:23:38Z","GRD_HD","2017-06-21T18:14:03Z","2017-06-21T18:14:28Z","54.1961","-7.2681","53.2333","-8.9302","53.6356","-5.1294","54.7238","-9.4606","55.1295","-5.5215","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181403_20170621T181428_006152_00ACEA_F1AE.zip","925.55","-1","0","0","-1","S1B_IWDV_0174_0179_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181403_20170621T181428_006152_00ACEA_F1AE","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","174","2017-06-21T18:14:28Z","2017-06-22T02:23:39Z","METADATA_GRD_HD","2017-06-21T18:14:03Z","2017-06-21T18:14:28Z","54.1961","-7.2681","53.2333","-8.9302","53.6356","-5.1294","54.7238","-9.4606","55.1295","-5.5215","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181403_20170621T181428_006152_00ACEA_F1AE.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0174_0179_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181338_20170621T181403_006152_00ACEA_89C5","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","169","2017-06-21T18:14:03Z","2017-06-22T02:38:48Z","GRD_HD","2017-06-21T18:13:38Z","2017-06-21T18:14:03Z","52.7022","-6.8174","51.741","-8.4262","52.1404","-4.7538","53.2332","-8.9301","53.6353","-5.131","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181338_20170621T181403_006152_00ACEA_89C5.zip","898.07","-1","0","0","-1","S1B_IWDV_0169_0174_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181338_20170621T181403_006152_00ACEA_89C5","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","169","2017-06-21T18:14:03Z","2017-06-22T02:38:49Z","METADATA_GRD_HD","2017-06-21T18:13:38Z","2017-06-21T18:14:03Z","52.7022","-6.8174","51.741","-8.4262","52.1404","-4.7538","53.2332","-8.9301","53.6353","-5.131","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181338_20170621T181403_006152_00ACEA_89C5.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0169_0174_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181313_20170621T181338_006152_00ACEA_FAFC","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","164","2017-06-21T18:13:38Z","2017-06-22T02:22:36Z","GRD_HD","2017-06-21T18:13:13Z","2017-06-21T18:13:38Z","51.2072","-6.3847","50.2473","-7.9429","50.6447","-4.3883","51.7409","-8.4262","52.1402","-4.7552","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181313_20170621T181338_006152_00ACEA_FAFC.zip","774.37","-1","0","0","-1","S1B_IWDV_0164_0169_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181313_20170621T181338_006152_00ACEA_FAFC","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","164","2017-06-21T18:13:38Z","2017-06-22T02:22:37Z","METADATA_GRD_HD","2017-06-21T18:13:13Z","2017-06-21T18:13:38Z","51.2072","-6.3847","50.2473","-7.9429","50.6447","-4.3883","51.7409","-8.4262","52.1402","-4.7552","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181313_20170621T181338_006152_00ACEA_FAFC.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0164_0169_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181248_20170621T181313_006152_00ACEA_1456","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","159","2017-06-21T18:13:13Z","2017-06-22T01:59:06Z","GRD_HD","2017-06-21T18:12:48Z","2017-06-21T18:13:13Z","49.7112","-5.9673","48.7523","-7.479","49.1481","-4.033","50.2472","-7.9429","50.6444","-4.3898","NA","ASCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181248_20170621T181313_006152_00ACEA_1456.zip","770.08","-1","0","0","-1","S1B_IWDV_0159_0164_006152_001"
"S1B_IW_GRDH_1SDV_20170621T181248_20170621T181313_006152_00ACEA_1456","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6152","1","159","2017-06-21T18:13:13Z","2017-06-22T01:59:07Z","METADATA_GRD_HD","2017-06-21T18:12:48Z","2017-06-21T18:13:13Z","49.7112","-5.9673","48.7523","-7.479","49.1481","-4.033","50.2472","-7.9429","50.6444","-4.3898","NA","ASCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T181248_20170621T181313_006152_00ACEA_1456.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0159_0164_006152_001"
"S1B_IW_GRDH_1SDV_20170621T070126_20170621T070155_006145_00ACBC_43F7","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6145","169","397","2017-06-21T07:01:55Z","2017-06-21T13:41:45Z","GRD_HD","2017-06-21T07:01:26Z","2017-06-21T07:01:55Z","58.4518","-10.5411","59.0873","-8.0276","59.5086","-12.4523","57.362","-8.7505","57.776","-12.9659","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T070126_20170621T070155_006145_00ACBC_43F7.zip","885.25","-1","0","0","-1","S1B_IWDV_0397_0403_006145_169"
"S1B_IW_GRDH_1SDV_20170621T070126_20170621T070155_006145_00ACBC_43F7","Sentinel-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6145","169","397","2017-06-21T07:01:55Z","2017-06-21T13:41:46Z","METADATA_GRD_HD","2017-06-21T07:01:26Z","2017-06-21T07:01:55Z","58.4518","-10.5411","59.0873","-8.0276","59.5086","-12.4523","57.362","-8.7505","57.776","-12.9659","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SB/S1B_IW_GRDH_1SDV_20170621T070126_20170621T070155_006145_00ACBC_43F7.iso.xml","0.05","-1","0","0","-1","S1B_IWDV_0397_0403_006145_169"
"S1A_IW_GRDH_1SDV_20170621T061521_20170621T061546_017128_01C8E4_445E","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","428","2017-06-21T06:15:46Z","2017-06-21T17:27:25Z","GRD_HD","2017-06-21T06:15:21Z","2017-06-21T06:15:46Z","49.3243","-1.0261","49.8525","0.998","50.2635","-2.6527","48.3579","0.533","48.7675","-3.009","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061521_20170621T061546_017128_01C8E4_445E.zip","878.97","-1","0","0","-1","S1A_IWDV_0428_0433_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061521_20170621T061546_017128_01C8E4_445E","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","428","2017-06-21T06:15:46Z","2017-06-21T17:27:26Z","METADATA_GRD_HD","2017-06-21T06:15:21Z","2017-06-21T06:15:46Z","49.3243","-1.0261","49.8525","0.998","50.2635","-2.6527","48.3579","0.533","48.7675","-3.009","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061521_20170621T061546_017128_01C8E4_445E.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0428_0433_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061456_20170621T061521_017128_01C8E4_BEB5","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","423","2017-06-21T06:15:21Z","2017-06-21T17:28:05Z","GRD_HD","2017-06-21T06:14:56Z","2017-06-21T06:15:21Z","50.8203","-.6103","51.3464","1.478","51.7595","-2.292","49.8526","0.998","50.2637","-2.654","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061456_20170621T061521_017128_01C8E4_BEB5.zip","898.04","-1","0","0","-1","S1A_IWDV_0423_0428_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061456_20170621T061521_017128_01C8E4_BEB5","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","423","2017-06-21T06:15:21Z","2017-06-21T17:28:05Z","METADATA_GRD_HD","2017-06-21T06:14:56Z","2017-06-21T06:15:21Z","50.8203","-.6103","51.3464","1.478","51.7595","-2.292","49.8526","0.998","50.2637","-2.654","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061456_20170621T061521_017128_01C8E4_BEB5.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0423_0428_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061431_20170621T061456_017128_01C8E4_40D9","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","418","2017-06-21T06:14:56Z","2017-06-21T18:59:56Z","GRD_HD","2017-06-21T06:14:31Z","2017-06-21T06:14:56Z","52.3155","-.1812","52.8388","1.9797","53.2546","-1.9201","51.3465","1.478","51.7597","-2.2935","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061431_20170621T061456_017128_01C8E4_40D9.zip","977.11","-1","0","0","-1","S1A_IWDV_0418_0423_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061431_20170621T061456_017128_01C8E4_40D9","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","418","2017-06-21T06:14:56Z","2017-06-21T18:59:57Z","METADATA_GRD_HD","2017-06-21T06:14:31Z","2017-06-21T06:14:56Z","52.3155","-.1812","52.8388","1.9797","53.2546","-1.9201","51.3465","1.478","51.7597","-2.2935","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061431_20170621T061456_017128_01C8E4_40D9.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0418_0423_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061406_20170621T061431_017128_01C8E4_183C","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","413","2017-06-21T06:14:31Z","2017-06-21T19:16:23Z","GRD_HD","2017-06-21T06:14:06Z","2017-06-21T06:14:31Z","53.8095",".2657","54.3297","2.5063","54.7489","-1.5351","52.8389","1.9798","53.2548","-1.9216","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061406_20170621T061431_017128_01C8E4_183C.zip","888.37","-1","0","0","-1","S1A_IWDV_0413_0418_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061406_20170621T061431_017128_01C8E4_183C","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","413","2017-06-21T06:14:31Z","2017-06-21T19:16:24Z","METADATA_GRD_HD","2017-06-21T06:14:06Z","2017-06-21T06:14:31Z","53.8095",".2657","54.3297","2.5063","54.7489","-1.5351","52.8389","1.9798","53.2548","-1.9216","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061406_20170621T061431_017128_01C8E4_183C.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0413_0418_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061341_20170621T061406_017128_01C8E4_A877","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","408","2017-06-21T06:14:06Z","2017-06-21T19:18:44Z","GRD_HD","2017-06-21T06:13:41Z","2017-06-21T06:14:06Z","55.3024",".7324","55.8188","3.0599","56.2424","-1.1363","54.3298","2.5063","54.7492","-1.5368","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061341_20170621T061406_017128_01C8E4_A877.zip","748.34","-1","0","0","-1","S1A_IWDV_0408_0413_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061341_20170621T061406_017128_01C8E4_A877","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","408","2017-06-21T06:14:06Z","2017-06-21T19:18:45Z","METADATA_GRD_HD","2017-06-21T06:13:41Z","2017-06-21T06:14:06Z","55.3024",".7324","55.8188","3.0599","56.2424","-1.1363","54.3298","2.5063","54.7492","-1.5368","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061341_20170621T061406_017128_01C8E4_A877.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0408_0413_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061316_20170621T061341_017128_01C8E4_3185","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","403","2017-06-21T06:13:41Z","2017-06-21T18:59:58Z","GRD_HD","2017-06-21T06:13:16Z","2017-06-21T06:13:41Z","56.7941","1.2216","57.3061","3.645","57.7351","-0.7209","55.8189","3.0599","56.2426","-1.1379","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061316_20170621T061341_017128_01C8E4_3185.zip","710.84","-1","0","0","-1","S1A_IWDV_0403_0408_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061316_20170621T061341_017128_01C8E4_3185","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","403","2017-06-21T06:13:41Z","2017-06-21T18:59:59Z","METADATA_GRD_HD","2017-06-21T06:13:16Z","2017-06-21T06:13:41Z","56.7941","1.2216","57.3061","3.645","57.7351","-0.7209","55.8189","3.0599","56.2426","-1.1379","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061316_20170621T061341_017128_01C8E4_3185.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0403_0408_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061251_20170621T061316_017128_01C8E4_1FD9","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","398","2017-06-21T06:13:16Z","2017-06-21T19:08:28Z","GRD_HD","2017-06-21T06:12:51Z","2017-06-21T06:13:16Z","58.2844","1.7365","58.7914","4.2659","59.2268","-0.2864","57.3062","3.645","57.7353","-0.7225","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061251_20170621T061316_017128_01C8E4_1FD9.zip","724.54","-1","0","0","-1","S1A_IWDV_0398_0403_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061251_20170621T061316_017128_01C8E4_1FD9","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","398","2017-06-21T06:13:16Z","2017-06-21T19:08:29Z","METADATA_GRD_HD","2017-06-21T06:12:51Z","2017-06-21T06:13:16Z","58.2844","1.7365","58.7914","4.2659","59.2268","-0.2864","57.3062","3.645","57.7353","-0.7225","NA","DESCENDING","https://datapool.asf.alaska.edu/METADATA_GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061251_20170621T061316_017128_01C8E4_1FD9.iso.xml","0.05","-1","0","0","-1","S1A_IWDV_0398_0403_017128_081"
"S1A_IW_GRDH_1SDV_20170621T061226_20170621T061251_017128_01C8E4_1E47","Sentinel-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17128","81","393","2017-06-21T06:12:51Z","2017-06-21T17:26:01Z","GRD_HD","2017-06-21T06:12:26Z","2017-06-21T06:12:51Z","59.7734","2.2804","60.2744","4.9282","60.7178","0.1683","58.7915","4.2659","59.2272","-0.2899","NA","DESCENDING","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170621T061226_20170621T061251_017128_01C8E4_1E47.zip","711.7","-1","0","0","-1","S1A_IWDV_0393_0398_017128_081"
