GRANULE_ID,PRODUCT_ID,DATATAKE_IDENTIFIER,MGRS_TILE,SENSING_TIME,TOTAL_SIZE,CLOUD_COVER,GEOMETRIC_QUALITY_FLAG,GENERATION_TIME,NORTH_LAT,SOUTH_LAT,WEST_LON,EAST_LON,BASE_URL,Acquisition Date
S2A_OPER_MSI_L1C_TL_MPS__20160919T233908_A006504_T60LYH_N02.04,S2A_OPER_PRD_MSIL1C_PDMC_20160920T004953_R072_V20160919T223002_20160919T223004,GS2A_20160919T223002_006504_N02.04,60LYH,2016-09-19T22:30:04.461000Z,32412483.0,0.40399999999999997,PASSED,1970-01-01T00:00:00.000000Z,-15.3674885697,-15.973943148599998,178.862818087,179.00437526099998,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2A_MSIL1C_20160919T223002_N0204_R072_T60LYH_20160920T004953.SAFE,2016-09-19 22:30:04.461000+00:00
L1C_T01KAU_A001456_20151002T222058,S2A_MSIL1C_20151002T222056_N0204_R029_T01KAU_20151002T222058,GS2A_20151002T222056_001456_N02.04,01KAU,2015-10-02T22:20:58.000000Z,5402142.0,0.0,PASSED,2015-10-02T22:20:58.000000Z,-18.9696984385,-19.0051213939,-179.90101775,-179.75641687400002,gs://gcp-public-data-sentinel-2/tiles/01/K/AU/S2A_MSIL1C_20151002T222056_N0204_R029_T01KAU_20151002T222058.SAFE,2015-10-02 22:20:58+00:00
L1C_T01KBU_A001456_20151002T222058,S2A_MSIL1C_20151002T222056_N0204_R029_T01KBU_20151002T222058,GS2A_20151002T222056_001456_N02.04,01KBU,2015-10-02T22:20:58.000000Z,32715446.0,47.7574,PASSED,2015-10-02T22:20:58.000000Z,-18.9705030826,-19.111733358,-179.84941523,-179.30486124700002,gs://gcp-public-data-sentinel-2/tiles/01/K/BU/S2A_MSIL1C_20151002T222056_N0204_R029_T01KBU_20151002T222058.SAFE,2015-10-02 22:20:58+00:00
L1C_T01KAU_A001742_20151022T222100,S2A_MSIL1C_20151022T222102_N0204_R029_T01KAU_20151022T222100,GS2A_20151022T222102_001742_N02.04,01KAU,2015-10-22T22:21:00.000000Z,7480916.0,0.0,PASSED,2015-10-22T22:21:00.000000Z,-18.9687248049,-19.0192057121,-179.96249336900001,-179.75641687400002,gs://gcp-public-data-sentinel-2/tiles/01/K/AU/S2A_MSIL1C_20151022T222102_N0204_R029_T01KAU_20151022T222100.SAFE,2015-10-22 22:21:00+00:00
L1C_T01KBU_A001742_20151022T222100,S2A_MSIL1C_20151022T222102_N0204_R029_T01KBU_20151022T222100,GS2A_20151022T222102_001742_N02.04,01KBU,2015-10-22T22:21:00.000000Z,40044913.0,41.4431,PASSED,2015-10-22T22:21:00.000000Z,-18.9705030826,-19.1207098731,-179.849649296,-179.320618295,gs://gcp-public-data-sentinel-2/tiles/01/K/BU/S2A_MSIL1C_20151022T222102_N0204_R029_T01KBU_20151022T222100.SAFE,2015-10-22 22:21:00+00:00
L1C_T60KWD_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KWD_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KWD,2015-11-14T22:30:00.000000Z,748704490.0,86.8287,PASSED,2015-11-14T22:30:00.000000Z,-18.9894942657,-19.9847157493,176.99971306900002,178.046584285,gs://gcp-public-data-sentinel-2/tiles/60/K/WD/S2A_MSIL1C_20151114T223002_N0204_R072_T60KWD_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KWE_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KWE_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KWE,2015-11-14T22:30:00.000000Z,679785178.0,96.1241,PASSED,2015-11-14T22:30:00.000000Z,-18.0856501588,-19.0808192152,176.999714672,178.04338673400002,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2A_MSIL1C_20151114T223002_N0204_R072_T60KWE_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KWF_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KWF_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KWF,2015-11-14T22:30:00.000000Z,681865185.0,93.3007,PASSED,2015-11-14T22:30:00.000000Z,-17.1817199435,-18.1768340754,176.999716198,178.03788647099998,gs://gcp-public-data-sentinel-2/tiles/60/K/WF/S2A_MSIL1C_20151114T223002_N0204_R072_T60KWF_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KWG_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KWG_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KWG,2015-11-14T22:30:00.000000Z,721762746.0,85.4197,PASSED,2015-11-14T22:30:00.000000Z,-16.2782497428,-17.2733063153,176.999717572,178.03270101200002,gs://gcp-public-data-sentinel-2/tiles/60/K/WG/S2A_MSIL1C_20151114T223002_N0204_R072_T60KWG_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KXD_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KXD_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KXD,2015-11-14T22:30:00.000000Z,87285502.0,77.1584,PASSED,2015-11-14T22:30:00.000000Z,-18.988660859,-19.9754528731,177.94993362900001,178.18153491400003,gs://gcp-public-data-sentinel-2/tiles/60/K/XD/S2A_MSIL1C_20151114T223002_N0204_R072_T60KXD_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KXE_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KXE_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KXE,2015-11-14T22:30:00.000000Z,201622705.0,100.0,PASSED,2015-11-14T22:30:00.000000Z,-18.0834458685,-19.0783688072,177.944951183,178.388119338,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2A_MSIL1C_20151114T223002_N0204_R072_T60KXE_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KXF_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KXF_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KXF,2015-11-14T22:30:00.000000Z,336748388.0,98.7887,PASSED,2015-11-14T22:30:00.000000Z,-17.1780665657,-18.1745078561,177.940252162,178.59366711099997,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2A_MSIL1C_20151114T223002_N0204_R072_T60KXF_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KXG_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60KXG_20151114T223000,GS2A_20151114T223002_002071_N02.04,60KXG,2015-11-14T22:30:00.000000Z,500112224.0,93.0574,PASSED,2015-11-14T22:30:00.000000Z,-16.273101053199998,-17.271103007,177.935832618,178.798523299,gs://gcp-public-data-sentinel-2/tiles/60/K/XG/S2A_MSIL1C_20151114T223002_N0204_R072_T60KXG_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60LYH_A002071_20151114T223000,S2A_MSIL1C_20151114T223002_N0204_R072_T60LYH_20151114T223000,GS2A_20151114T223002_002071_N02.04,60LYH,2015-11-14T22:30:00.000000Z,27482218.0,100.0,PASSED,2015-11-14T22:30:00.000000Z,-15.367511997100001,-15.9623713072,178.862818087,179.00176791799998,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2A_MSIL1C_20151114T223002_N0204_R072_T60LYH_20151114T223000.SAFE,2015-11-14 22:30:00+00:00
L1C_T60KWD_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KWD_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KWD,2015-11-24T22:30:03.000000Z,784744703.0,25.5551,PASSED,2015-11-24T22:30:03.000000Z,-18.9894942657,-19.9847157493,176.99971306900002,178.046255617,gs://gcp-public-data-sentinel-2/tiles/60/K/WD/S2A_MSIL1C_20151124T223002_N0204_R072_T60KWD_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KWE_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KWE_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KWE,2015-11-24T22:30:03.000000Z,795824585.0,19.04,PASSED,2015-11-24T22:30:03.000000Z,-18.0856501588,-19.0808192152,176.999714672,178.04338673400002,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2A_MSIL1C_20151124T223002_N0204_R072_T60KWE_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KWF_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KWF_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KWF,2015-11-24T22:30:03.000000Z,780501592.0,43.3157,PASSED,2015-11-24T22:30:03.000000Z,-17.1817199435,-18.1768340754,176.999716198,178.03788647099998,gs://gcp-public-data-sentinel-2/tiles/60/K/WF/S2A_MSIL1C_20151124T223002_N0204_R072_T60KWF_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KWG_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KWG_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KWG,2015-11-24T22:30:03.000000Z,759231257.0,17.5644,PASSED,2015-11-24T22:30:03.000000Z,-16.2782497428,-17.2733063153,176.999717572,178.03270101200002,gs://gcp-public-data-sentinel-2/tiles/60/K/WG/S2A_MSIL1C_20151124T223002_N0204_R072_T60KWG_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KXD_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KXD_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KXD,2015-11-24T22:30:03.000000Z,83278600.0,53.6459,PASSED,2015-11-24T22:30:03.000000Z,-18.9887332828,-19.9252156959,177.94993362900001,178.170131395,gs://gcp-public-data-sentinel-2/tiles/60/K/XD/S2A_MSIL1C_20151124T223002_N0204_R072_T60KXD_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KXE_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KXE_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KXE,2015-11-24T22:30:03.000000Z,244318605.0,30.0363,PASSED,2015-11-24T22:30:03.000000Z,-18.0835271015,-19.0783688072,177.944951183,178.376777482,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2A_MSIL1C_20151124T223002_N0204_R072_T60KXE_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KXF_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KXF_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KXF,2015-11-24T22:30:03.000000Z,390459985.0,56.3318,PASSED,2015-11-24T22:30:03.000000Z,-17.1781554005,-18.1745078561,177.940252237,178.582387009,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2A_MSIL1C_20151124T223002_N0204_R072_T60KXF_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60KXG_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60KXG_20151124T223003,GS2A_20151124T223002_002214_N02.04,60KXG,2015-11-24T22:30:03.000000Z,540103148.0,35.7531,PASSED,2015-11-24T22:30:03.000000Z,-16.273196146300002,-17.271103007,177.935832618,178.787297579,gs://gcp-public-data-sentinel-2/tiles/60/K/XG/S2A_MSIL1C_20151124T223002_N0204_R072_T60KXG_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T60LYH_A002214_20151124T223003,S2A_MSIL1C_20151124T223002_N0204_R072_T60LYH_20151124T223003,GS2A_20151124T223002_002214_N02.04,60LYH,2015-11-24T22:30:03.000000Z,29594003.0,100.0,PASSED,2015-11-24T22:30:03.000000Z,-15.367612317799999,-15.9146631505,178.862818087,178.990585852,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2A_MSIL1C_20151124T223002_N0204_R072_T60LYH_20151124T223003.SAFE,2015-11-24 22:30:03+00:00
L1C_T01KBA_A002271_20151128T220957,S2A_MSIL1C_20151128T221002_N0204_R129_T01KBA_20151128T220957,GS2A_20151128T221002_002271_N02.04,01KBA,2015-11-28T22:09:57.000000Z,422912655.0,9.9701,PASSED,2015-11-28T22:09:57.000000Z,-17.1719887596,-18.1684180884,-179.475590185,-178.78859023799998,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20151128T221002_N0204_R129_T01KBA_20151128T220957.SAFE,2015-11-28 22:09:57+00:00
L1C_T01KBB_A002271_20151128T220957,S2A_MSIL1C_20151128T221002_N0204_R129_T01KBB_20151128T220957,GS2A_20151128T221002_002271_N02.04,01KBB,2015-11-28T22:09:57.000000Z,266996643.0,42.6263,PASSED,2015-11-28T22:09:57.000000Z,-16.2711358382,-17.2653340184,-179.255970267,-178.78018789900003,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20151128T221002_N0204_R129_T01KBB_20151128T220957.SAFE,2015-11-28 22:09:57+00:00
L1C_T01KBV_A002271_20151128T220957,S2A_MSIL1C_20151128T221002_N0204_R129_T01KBV_20151128T220957,GS2A_20151128T221002_002271_N02.04,01KBV,2015-11-28T22:09:57.000000Z,587335717.0,9.7543,PASSED,2015-11-28T22:09:57.000000Z,-18.0728322828,-19.0719530244,-179.697773672,-178.79752562599998,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2A_MSIL1C_20151128T221002_N0204_R129_T01KBV_20151128T220957.SAFE,2015-11-28 22:09:57+00:00
L1C_T01KCA_A002271_20151128T220957,S2A_MSIL1C_20151128T221002_N0204_R129_T01KCA_20151128T220957,GS2A_20151128T221002_002271_N02.04,01KCA,2015-11-28T22:09:57.000000Z,797335244.0,17.3216,PASSED,2015-11-28T22:09:57.000000Z,-17.175597105999998,-18.1749404864,-178.89085005299998,-177.848294096,gs://gcp-public-data-sentinel-2/tiles/01/K/CA/S2A_MSIL1C_20151128T221002_N0204_R129_T01KCA_20151128T220957.SAFE,2015-11-28 22:09:57+00:00
L1C_T01KCV_A002271_20151128T220957,S2A_MSIL1C_20151128T221002_N0204_R129_T01KCV_20151128T220957,GS2A_20151128T221002_002271_N02.04,01KCV,2015-11-28T22:09:57.000000Z,797564502.0,9.2888,PASSED,2015-11-28T22:09:57.000000Z,-18.0791840487,-19.0788245422,-178.900865487,-177.85253374400003,gs://gcp-public-data-sentinel-2/tiles/01/K/CV/S2A_MSIL1C_20151128T221002_N0204_R129_T01KCV_20151128T220957.SAFE,2015-11-28 22:09:57+00:00
L1C_T60KWD_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KWD_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KWD,2015-12-04T22:30:04.000000Z,810407686.0,9.1277,PASSED,2015-12-04T22:30:04.000000Z,-18.9894942657,-19.9847157493,176.99971306900002,178.04618585400002,gs://gcp-public-data-sentinel-2/tiles/60/K/WD/S2A_MSIL1C_20151204T223002_N0204_R072_T60KWD_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KWE_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KWE_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KWE,2015-12-04T22:30:04.000000Z,813868966.0,4.6042,PASSED,2015-12-04T22:30:04.000000Z,-18.0856501588,-19.0808192152,176.999714672,178.04338673400002,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2A_MSIL1C_20151204T223002_N0204_R072_T60KWE_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KWF_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KWF_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KWF,2015-12-04T22:30:04.000000Z,781793098.0,18.4096,PASSED,2015-12-04T22:30:04.000000Z,-17.1817199435,-18.1768340754,176.999716198,178.03788647099998,gs://gcp-public-data-sentinel-2/tiles/60/K/WF/S2A_MSIL1C_20151204T223002_N0204_R072_T60KWF_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KWG_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KWG_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KWG,2015-12-04T22:30:04.000000Z,751232624.0,37.7229,PASSED,2015-12-04T22:30:04.000000Z,-16.2782497428,-17.2733063153,176.999717572,178.03270101200002,gs://gcp-public-data-sentinel-2/tiles/60/K/WG/S2A_MSIL1C_20151204T223002_N0204_R072_T60KWG_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KXD_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KXD_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KXD,2015-12-04T22:30:04.000000Z,81603636.0,15.0635,PASSED,2015-12-04T22:30:04.000000Z,-18.9887500904,-19.9143730658,177.94993370400002,178.16747176400003,gs://gcp-public-data-sentinel-2/tiles/60/K/XD/S2A_MSIL1C_20151204T223002_N0204_R072_T60KXD_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KXE_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KXE_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KXE,2015-12-04T22:30:04.000000Z,243413554.0,27.6722,PASSED,2015-12-04T22:30:04.000000Z,-18.0835475109,-19.0783688072,177.944951183,178.373925685,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2A_MSIL1C_20151204T223002_N0204_R072_T60KXE_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KXF_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KXF_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KXF,2015-12-04T22:30:04.000000Z,383918895.0,72.6789,PASSED,2015-12-04T22:30:04.000000Z,-17.1781819476,-18.1745078191,177.940252237,178.57901062,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2A_MSIL1C_20151204T223002_N0204_R072_T60KXF_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60KXG_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60KXG_20151204T223004,GS2A_20151204T223002_002357_N02.04,60KXG,2015-12-04T22:30:04.000000Z,491884373.0,95.3627,PASSED,2015-12-04T22:30:04.000000Z,-16.2732243746,-17.271103007,177.935832618,178.78394172900002,gs://gcp-public-data-sentinel-2/tiles/60/K/XG/S2A_MSIL1C_20151204T223002_N0204_R072_T60KXG_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T60LYH_A002357_20151204T223004,S2A_MSIL1C_20151204T223002_N0204_R072_T60LYH_20151204T223004,GS2A_20151204T223002_002357_N02.04,60LYH,2015-12-04T22:30:04.000000Z,30691919.0,100.0,PASSED,2015-12-04T22:30:04.000000Z,-15.3676355842,-15.9027360702,178.862818087,178.987978658,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2A_MSIL1C_20151204T223002_N0204_R072_T60LYH_20151204T223004.SAFE,2015-12-04 22:30:04+00:00
L1C_T01KBA_A002414_20151208T220958,S2A_MSIL1C_20151208T221002_N0204_R129_T01KBA_20151208T220958,GS2A_20151208T221002_002414_N02.04,01KBA,2015-12-08T22:09:58.000000Z,349745871.0,0.5732,PASSED,2015-12-08T22:09:58.000000Z,-17.1719761771,-18.1684172299,-179.477007087,-178.788591118,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20151208T221002_N0204_R129_T01KBA_20151208T220958.SAFE,2015-12-08 22:09:58+00:00
L1C_T01KBB_A002414_20151208T220958,S2A_MSIL1C_20151208T221002_N0204_R129_T01KBB_20151208T220958,GS2A_20151208T221002_002414_N02.04,01KBB,2015-12-08T22:09:58.000000Z,230850538.0,0.2312,PASSED,2015-12-08T22:09:58.000000Z,-16.2711278652,-17.2653340184,-179.256817299,-178.780187093,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20151208T221002_N0204_R129_T01KBB_20151208T220958.SAFE,2015-12-08 22:09:58+00:00
L1C_T01KBV_A002414_20151208T220958,S2A_MSIL1C_20151208T221002_N0204_R129_T01KBV_20151208T220958,GS2A_20151208T221002_002414_N02.04,01KBV,2015-12-08T22:09:58.000000Z,482615548.0,0.8535,PASSED,2015-12-08T22:09:58.000000Z,-18.072813313599998,-19.0719530244,-179.698914148,-178.79752562599998,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2A_MSIL1C_20151208T221002_N0204_R129_T01KBV_20151208T220958.SAFE,2015-12-08 22:09:58+00:00
L1C_T01KCA_A002414_20151208T220958,S2A_MSIL1C_20151208T221002_N0204_R129_T01KCA_20151208T220958,GS2A_20151208T221002_002414_N02.04,01KCA,2015-12-08T22:09:58.000000Z,756336279.0,1.1823,PASSED,2015-12-08T22:09:58.000000Z,-17.175597105999998,-18.1749404864,-178.89085005299998,-177.848294096,gs://gcp-public-data-sentinel-2/tiles/01/K/CA/S2A_MSIL1C_20151208T221002_N0204_R129_T01KCA_20151208T220958.SAFE,2015-12-08 22:09:58+00:00
L1C_T01KCV_A002414_20151208T220958,S2A_MSIL1C_20151208T221002_N0204_R129_T01KCV_20151208T220958,GS2A_20151208T221002_002414_N02.04,01KCV,2015-12-08T22:09:58.000000Z,755103619.0,1.0353,PASSED,2015-12-08T22:09:58.000000Z,-18.0791840487,-19.0788245422,-178.900865487,-177.85253374400003,gs://gcp-public-data-sentinel-2/tiles/01/K/CV/S2A_MSIL1C_20151208T221002_N0204_R129_T01KCV_20151208T220958.SAFE,2015-12-08 22:09:58+00:00
L1C_T01KBA_A002557_20151218T220958,S2A_MSIL1C_20151218T221002_N0201_R129_T01KBA_20151218T220958,GS2A_20151218T221002_002557_N02.01,01KBA,2015-12-18T22:11:43.087000Z,334446801.0,3.0,PASSED,2015-12-18T22:09:58.000000Z,-17.1719889642,-18.1684172299,-179.47615690900003,-178.788591118,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20151218T221002_N0201_R129_T01KBA_20151218T220958.SAFE,2015-12-18 22:11:43.087000+00:00
L1C_T01KBB_A002557_20151218T220958,S2A_MSIL1C_20151218T221002_N0201_R129_T01KBB_20151218T220958,GS2A_20151218T221002_002557_N02.01,01KBB,2015-12-18T22:11:43.087000Z,207993289.0,7.0,PASSED,2015-12-18T22:09:58.000000Z,-16.2711362183,-17.2653348969,-179.25597128200002,-178.780187093,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20151218T221002_N0201_R129_T01KBB_20151218T220958.SAFE,2015-12-18 22:11:43.087000+00:00
L1C_T01KBV_A002557_20151218T220958,S2A_MSIL1C_20151218T221002_N0201_R129_T01KBV_20151218T220958,GS2A_20151218T221002_002557_N02.01,01KBV,2015-12-18T22:11:43.087000Z,451985002.0,12.0,PASSED,2015-12-18T22:09:58.000000Z,-18.072831984100002,-19.0719530244,-179.698059852,-178.79752562599998,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2A_MSIL1C_20151218T221002_N0201_R129_T01KBV_20151218T220958.SAFE,2015-12-18 22:11:43.087000+00:00
L1C_T01KCA_A002557_20151218T220958,S2A_MSIL1C_20151218T221002_N0201_R129_T01KCA_20151218T220958,GS2A_20151218T221002_002557_N02.01,01KCA,2015-12-18T22:11:43.087000Z,699992098.0,21.0,PASSED,2015-12-18T22:09:58.000000Z,-17.175597105999998,-18.1749404864,-178.89085005299998,-177.848294096,gs://gcp-public-data-sentinel-2/tiles/01/K/CA/S2A_MSIL1C_20151218T221002_N0201_R129_T01KCA_20151218T220958.SAFE,2015-12-18 22:11:43.087000+00:00
L1C_T01KCV_A002557_20151218T220958,S2A_MSIL1C_20151218T221002_N0201_R129_T01KCV_20151218T220958,GS2A_20151218T221002_002557_N02.01,01KCV,2015-12-18T22:11:43.087000Z,739106114.0,2.0,PASSED,2015-12-18T22:09:58.000000Z,-18.0791840487,-19.0788245422,-178.900865487,-177.85253374400003,gs://gcp-public-data-sentinel-2/tiles/01/K/CV/S2A_MSIL1C_20151218T221002_N0201_R129_T01KCV_20151218T220958.SAFE,2015-12-18 22:11:43.087000+00:00
S2A_OPER_MSI_L1C_TL_SGS__20151218T234644_A002557_T01KBA_N02.01,S2A_OPER_PRD_MSIL1C_PDMC_20151219T020223_R129_V20151218T221143_20151218T221143,GS2A_20151218T221002_002557_N02.01,01KBA,2015-12-18T22:11:43.087000Z,,3.0,PASSED,2015-12-19T02:02:23.000000Z,-17.1719889642,-18.1684172299,-179.47615690900003,-178.788591118,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20151218T221143_N0201_R129_T01KBA_20151219T020223.SAFE,2015-12-18 22:11:43.087000+00:00
S2A_OPER_MSI_L1C_TL_SGS__20151218T234644_A002557_T01KBB_N02.01,S2A_OPER_PRD_MSIL1C_PDMC_20151219T020223_R129_V20151218T221143_20151218T221143,GS2A_20151218T221002_002557_N02.01,01KBB,2015-12-18T22:11:43.087000Z,,7.0,PASSED,2015-12-19T02:02:23.000000Z,-16.2711362183,-17.2653348969,-179.25597128200002,-178.780187093,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20151218T221143_N0201_R129_T01KBB_20151219T020223.SAFE,2015-12-18 22:11:43.087000+00:00
S2A_OPER_MSI_L1C_TL_SGS__20151218T234644_A002557_T01KBV_N02.01,S2A_OPER_PRD_MSIL1C_PDMC_20151219T020223_R129_V20151218T221143_20151218T221143,GS2A_20151218T221002_002557_N02.01,01KBV,2015-12-18T22:11:43.087000Z,,12.0,PASSED,2015-12-19T02:02:23.000000Z,-18.072831984100002,-19.0719530244,-179.698059852,-178.79752562599998,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2A_MSIL1C_20151218T221143_N0201_R129_T01KBV_20151219T020223.SAFE,2015-12-18 22:11:43.087000+00:00
S2A_OPER_MSI_L1C_TL_SGS__20151218T234644_A002557_T01KCA_N02.01,S2A_OPER_PRD_MSIL1C_PDMC_20151219T020223_R129_V20151218T221143_20151218T221143,GS2A_20151218T221002_002557_N02.01,01KCA,2015-12-18T22:11:43.087000Z,,21.0,PASSED,2015-12-19T02:02:23.000000Z,-17.175597105999998,-18.1749404864,-178.89085005299998,-177.848294096,gs://gcp-public-data-sentinel-2/tiles/01/K/CA/S2A_MSIL1C_20151218T221143_N0201_R129_T01KCA_20151219T020223.SAFE,2015-12-18 22:11:43.087000+00:00
S2A_OPER_MSI_L1C_TL_SGS__20151218T234644_A002557_T01KCV_N02.01,S2A_OPER_PRD_MSIL1C_PDMC_20151219T020223_R129_V20151218T221143_20151218T221143,GS2A_20151218T221002_002557_N02.01,01KCV,2015-12-18T22:11:43.087000Z,,2.0,PASSED,2015-12-19T02:02:23.000000Z,-18.0791840487,-19.0788245422,-178.900865487,-177.85253374400003,gs://gcp-public-data-sentinel-2/tiles/01/K/CV/S2A_MSIL1C_20151218T221143_N0201_R129_T01KCV_20151219T020223.SAFE,2015-12-18 22:11:43.087000+00:00
L1C_T60KWD_A002643_20151224T223004,S2A_MSIL1C_20151224T223002_N0201_R072_T60KWD_20151224T223004,GS2A_20151224T223002_002643_N02.01,60KWD,2015-12-24T22:31:45.476000Z,794076008.0,18.0,PASSED,2015-12-24T22:30:04.000000Z,-18.9894942657,-19.9847157493,176.99971306900002,178.046180034,gs://gcp-public-data-sentinel-2/tiles/60/K/WD/S2A_MSIL1C_20151224T223002_N0201_R072_T60KWD_20151224T223004.SAFE,2015-12-24 22:31:45.476000+00:00
