









S2A_MSIL2A_20190824T072621_N0213_R049_T38QLD_20190824T104722.SAFE,Starting,2019-08-28 17:33:50
S2A_MSIL2A_20190824T072621_N0213_R049_T38QLD_20190824T104722.SAFE,Downloaded,2019-08-28 17:33:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38QLD_20190824T104722.SAFE,COGGED,2019-08-28 17:33:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38QLD_20190824T104722.SAFE,NDVIID,2019-08-28 17:35:02
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLC_20190824T104722.SAFE,Starting,2019-08-28 17:35:02
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLC_20190824T104722.SAFE,Downloaded,2019-08-28 17:56:07
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLC_20190824T104722.SAFE,COGGED,2019-08-28 17:58:29
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLC_20190824T104722.SAFE,NDVIID,2019-08-28 17:59:45
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLV_20190824T104722.SAFE,Starting,2019-08-28 17:59:45
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLV_20190824T104722.SAFE,Downloaded,2019-08-28 18:21:06
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLV_20190824T104722.SAFE,COGGED,2019-08-28 18:23:22
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLV_20190824T104722.SAFE,NDVIID,2019-08-28 18:24:27
S2A_MSIL2A_20190824T072621_N0213_R049_T38QKD_20190824T104722.SAFE,Starting,2019-08-28 18:24:27
S2A_MSIL2A_20190824T072621_N0213_R049_T38QKD_20190824T104722.SAFE,Downloaded,2019-08-28 18:40:37
S2A_MSIL2A_20190824T072621_N0213_R049_T38QKD_20190824T104722.SAFE,COGGED,2019-08-28 18:42:57
S2A_MSIL2A_20190824T072621_N0213_R049_T38QKD_20190824T104722.SAFE,NDVIID,2019-08-28 18:43:57
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLB_20190824T104722.SAFE,Starting,2019-08-28 18:43:57
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLB_20190824T104722.SAFE,Downloaded,2019-08-28 19:07:59
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLB_20190824T104722.SAFE,COGGED,2019-08-28 19:10:00
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLB_20190824T104722.SAFE,NDVIID,2019-08-28 19:11:06
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLA_20190824T104722.SAFE,Starting,2019-08-28 19:11:06
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLA_20190824T104722.SAFE,Downloaded,2019-08-28 19:31:12
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLA_20190824T104722.SAFE,COGGED,2019-08-28 19:33:08
S2A_MSIL2A_20190824T072621_N0213_R049_T38PLA_20190824T104722.SAFE,NDVIID,2019-08-28 19:34:14
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKV_20190824T104722.SAFE,Starting,2019-08-28 19:34:14
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKV_20190824T104722.SAFE,Downloaded,2019-08-28 19:50:40
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKV_20190824T104722.SAFE,COGGED,2019-08-28 19:53:41
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKV_20190824T104722.SAFE,NDVIID,2019-08-28 19:54:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKC_20190824T104722.SAFE,Starting,2019-08-28 19:54:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKC_20190824T104722.SAFE,Downloaded,2019-08-28 20:15:00
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKC_20190824T104722.SAFE,COGGED,2019-08-28 20:18:08
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKC_20190824T104722.SAFE,NDVIID,2019-08-28 20:19:17
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,Starting,2019-08-28 20:19:17
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,Downloaded,2019-08-28 20:36:05
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,COGGED,2019-08-28 20:38:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,NDVIID,2019-08-28 20:39:53
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKA_20190824T104722.SAFE,Starting,2019-08-28 20:39:53
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,Starting,2019-08-28 20:48:03
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,Downloaded,2019-08-28 20:48:04
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,COGGED,2019-08-28 20:48:04
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKB_20190824T104722.SAFE,NDVIID,2019-08-28 20:49:08
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKA_20190824T104722.SAFE,Starting,2019-08-28 20:49:08
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKA_20190824T104722.SAFE,Downloaded,2019-08-28 21:07:51
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKA_20190824T104722.SAFE,COGGED,2019-08-28 21:10:41
S2A_MSIL2A_20190824T072621_N0213_R049_T38PKA_20190824T104722.SAFE,NDVIID,2019-08-28 21:11:45
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHT_20190824T104722.SAFE,Starting,2019-08-28 21:11:45
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHT_20190824T104722.SAFE,Downloaded,2019-08-28 21:21:35
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHT_20190824T104722.SAFE,COGGED,2019-08-28 21:23:49
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHT_20190824T104722.SAFE,NDVIID,2019-08-28 21:24:45
S2A_MSIL2A_20190824T072621_N0213_R049_T37QHU_20190824T104722.SAFE,Starting,2019-08-28 21:24:45
S2A_MSIL2A_20190824T072621_N0213_R049_T37QHU_20190824T104722.SAFE,Downloaded,2019-08-28 21:33:16
S2A_MSIL2A_20190824T072621_N0213_R049_T37QHU_20190824T104722.SAFE,COGGED,2019-08-28 21:34:54
S2A_MSIL2A_20190824T072621_N0213_R049_T37QHU_20190824T104722.SAFE,NDVIID,2019-08-28 21:35:47
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHQ_20190824T104722.SAFE,Starting,2019-08-28 21:35:47
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHQ_20190824T104722.SAFE,Downloaded,2019-08-28 21:54:12
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHQ_20190824T104722.SAFE,COGGED,2019-08-28 21:57:19
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHQ_20190824T104722.SAFE,NDVIID,2019-08-28 21:58:21
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHR_20190824T104722.SAFE,Starting,2019-08-28 21:58:21
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHR_20190824T104722.SAFE,Downloaded,2019-08-28 22:16:12
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHR_20190824T104722.SAFE,COGGED,2019-08-28 22:19:24
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHR_20190824T104722.SAFE,NDVIID,2019-08-28 22:20:26
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHS_20190824T104722.SAFE,Starting,2019-08-28 22:20:26
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHS_20190824T104722.SAFE,Downloaded,2019-08-28 22:38:21
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHS_20190824T104722.SAFE,COGGED,2019-08-28 22:40:51
S2A_MSIL2A_20190824T072621_N0213_R049_T37PHS_20190824T104722.SAFE,NDVIID,2019-08-28 22:41:52
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKV_20190819T115802.SAFE,Starting,2019-08-28 22:41:52
