









S2B_MSIL2A_20190819T072619_N0213_R049_T38PKV_20190819T115802.SAFE,Downloaded,2019-08-28 22:59:04
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKV_20190819T115802.SAFE,COGGED,2019-08-28 23:02:06
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKV_20190819T115802.SAFE,NDVIID,2019-08-28 23:03:10
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLC_20190819T115802.SAFE,Starting,2019-08-28 23:03:10
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLC_20190819T115802.SAFE,Downloaded,2019-08-28 23:23:25
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLC_20190819T115802.SAFE,COGGED,2019-08-28 23:25:31
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLC_20190819T115802.SAFE,NDVIID,2019-08-28 23:26:38
S2B_MSIL2A_20190819T072619_N0213_R049_T38QLD_20190819T115802.SAFE,Starting,2019-08-28 23:26:38
S2B_MSIL2A_20190819T072619_N0213_R049_T38QLD_20190819T115802.SAFE,Downloaded,2019-08-28 23:47:33
S2B_MSIL2A_20190819T072619_N0213_R049_T38QLD_20190819T115802.SAFE,COGGED,2019-08-28 23:49:39
S2B_MSIL2A_20190819T072619_N0213_R049_T38QLD_20190819T115802.SAFE,NDVIID,2019-08-28 23:50:46
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLB_20190819T115802.SAFE,Starting,2019-08-28 23:50:46
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLB_20190819T115802.SAFE,Downloaded,2019-08-29 00:13:03
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLB_20190819T115802.SAFE,COGGED,2019-08-29 00:14:56
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLB_20190819T115802.SAFE,NDVIID,2019-08-29 00:16:01
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLV_20190819T115802.SAFE,Starting,2019-08-29 00:16:01
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLV_20190819T115802.SAFE,Downloaded,2019-08-29 00:35:14
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLV_20190819T115802.SAFE,COGGED,2019-08-29 00:37:39
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLV_20190819T115802.SAFE,NDVIID,2019-08-29 00:38:43
S2B_MSIL2A_20190819T072619_N0213_R049_T38QKD_20190819T115802.SAFE,Starting,2019-08-29 00:38:43
S2B_MSIL2A_20190819T072619_N0213_R049_T38QKD_20190819T115802.SAFE,Downloaded,2019-08-29 00:52:12
S2B_MSIL2A_20190819T072619_N0213_R049_T38QKD_20190819T115802.SAFE,COGGED,2019-08-29 00:54:39
S2B_MSIL2A_20190819T072619_N0213_R049_T38QKD_20190819T115802.SAFE,NDVIID,2019-08-29 00:55:39
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHS_20190819T115802.SAFE,Starting,2019-08-29 00:55:39
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHS_20190819T115802.SAFE,Downloaded,2019-08-29 01:06:28
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHS_20190819T115802.SAFE,COGGED,2019-08-29 01:09:23
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHS_20190819T115802.SAFE,NDVIID,2019-08-29 01:10:26
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHT_20190819T115802.SAFE,Starting,2019-08-29 01:10:26
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHT_20190819T115802.SAFE,Downloaded,2019-08-29 01:18:47
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHT_20190819T115802.SAFE,COGGED,2019-08-29 01:21:08
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHT_20190819T115802.SAFE,NDVIID,2019-08-29 01:22:07
S2B_MSIL2A_20190819T072619_N0213_R049_T37QHU_20190819T115802.SAFE,Starting,2019-08-29 01:22:07
S2B_MSIL2A_20190819T072619_N0213_R049_T37QHU_20190819T115802.SAFE,Downloaded,2019-08-29 01:30:08
S2B_MSIL2A_20190819T072619_N0213_R049_T37QHU_20190819T115802.SAFE,COGGED,2019-08-29 01:31:56
S2B_MSIL2A_20190819T072619_N0213_R049_T37QHU_20190819T115802.SAFE,NDVIID,2019-08-29 01:32:51
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKB_20190819T115802.SAFE,Starting,2019-08-29 01:32:51
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKB_20190819T115802.SAFE,Downloaded,2019-08-29 01:47:49
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKB_20190819T115802.SAFE,COGGED,2019-08-29 01:50:53
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKB_20190819T115802.SAFE,NDVIID,2019-08-29 01:52:00
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHQ_20190819T115802.SAFE,Starting,2019-08-29 01:52:00
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHQ_20190819T115802.SAFE,Downloaded,2019-08-29 02:10:14
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHQ_20190819T115802.SAFE,COGGED,2019-08-29 02:13:07
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHQ_20190819T115802.SAFE,NDVIID,2019-08-29 02:14:12
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHR_20190819T115802.SAFE,Starting,2019-08-29 02:14:12
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHR_20190819T115802.SAFE,Downloaded,2019-08-29 02:27:32
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHR_20190819T115802.SAFE,COGGED,2019-08-29 02:30:45
S2B_MSIL2A_20190819T072619_N0213_R049_T37PHR_20190819T115802.SAFE,NDVIID,2019-08-29 02:31:52
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKA_20190819T115802.SAFE,Starting,2019-08-29 02:31:52
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKA_20190819T115802.SAFE,Downloaded,2019-08-29 02:45:48
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKA_20190819T115802.SAFE,COGGED,2019-08-29 02:49:04
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKA_20190819T115802.SAFE,NDVIID,2019-08-29 02:50:08
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLA_20190819T115802.SAFE,Starting,2019-08-29 02:50:08
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLA_20190819T115802.SAFE,Downloaded,2019-08-29 03:07:29
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLA_20190819T115802.SAFE,COGGED,2019-08-29 03:09:31
S2B_MSIL2A_20190819T072619_N0213_R049_T38PLA_20190819T115802.SAFE,NDVIID,2019-08-29 03:10:36
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKC_20190819T115802.SAFE,Starting,2019-08-29 03:10:36
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKC_20190819T115802.SAFE,Downloaded,2019-08-29 03:26:05
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKC_20190819T115802.SAFE,COGGED,2019-08-29 03:29:15
S2B_MSIL2A_20190819T072619_N0213_R049_T38PKC_20190819T115802.SAFE,NDVIID,2019-08-29 03:30:18
S2A_MSIL2A_20190814T072621_N0213_R049_T38QLD_20190814T101421.SAFE,Starting,2019-08-29 03:30:18
S2A_MSIL2A_20190814T072621_N0213_R049_T38QLD_20190814T101421.SAFE,Downloaded,2019-08-29 03:46:14
S2A_MSIL2A_20190814T072621_N0213_R049_T38QLD_20190814T101421.SAFE,COGGED,2019-08-29 03:48:30
S2A_MSIL2A_20190814T072621_N0213_R049_T38QLD_20190814T101421.SAFE,NDVIID,2019-08-29 03:49:34
S2A_MSIL2A_20190814T072621_N0213_R049_T37QHU_20190814T101421.SAFE,Starting,2019-08-29 03:49:34
S2A_MSIL2A_20190814T072621_N0213_R049_T37QHU_20190814T101421.SAFE,Downloaded,2019-08-29 03:55:58
S2A_MSIL2A_20190814T072621_N0213_R049_T37QHU_20190814T101421.SAFE,COGGED,2019-08-29 03:58:15
S2A_MSIL2A_20190814T072621_N0213_R049_T37QHU_20190814T101421.SAFE,NDVIID,2019-08-29 03:59:09
S2A_MSIL2A_20190814T072621_N0213_R049_T38QKD_20190814T101421.SAFE,Starting,2019-08-29 03:59:09
S2A_MSIL2A_20190814T072621_N0213_R049_T38QKD_20190814T101421.SAFE,Downloaded,2019-08-29 04:10:23
S2A_MSIL2A_20190814T072621_N0213_R049_T38QKD_20190814T101421.SAFE,COGGED,2019-08-29 04:13:40
S2A_MSIL2A_20190814T072621_N0213_R049_T38QKD_20190814T101421.SAFE,NDVIID,2019-08-29 04:14:41
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLC_20190814T101421.SAFE,Starting,2019-08-29 04:14:41
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLC_20190814T101421.SAFE,Downloaded,2019-08-29 04:31:09
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLC_20190814T101421.SAFE,COGGED,2019-08-29 04:33:32
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLC_20190814T101421.SAFE,NDVIID,2019-08-29 04:34:38
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKV_20190814T101421.SAFE,Starting,2019-08-29 04:34:38
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKV_20190814T101421.SAFE,Downloaded,2019-08-29 04:51:06
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKV_20190814T101421.SAFE,COGGED,2019-08-29 04:53:25
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKV_20190814T101421.SAFE,NDVIID,2019-08-29 04:54:31
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLB_20190814T101421.SAFE,Starting,2019-08-29 04:54:31
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLB_20190814T101421.SAFE,Downloaded,2019-08-29 05:10:23
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLB_20190814T101421.SAFE,COGGED,2019-08-29 05:13:02
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLB_20190814T101421.SAFE,NDVIID,2019-08-29 05:14:07
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLV_20190814T101421.SAFE,Starting,2019-08-29 05:14:07
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLV_20190814T101421.SAFE,Downloaded,2019-08-29 05:29:31
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLV_20190814T101421.SAFE,COGGED,2019-08-29 05:31:56
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLV_20190814T101421.SAFE,NDVIID,2019-08-29 05:32:59
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLA_20190814T101421.SAFE,Starting,2019-08-29 05:32:59
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLA_20190814T101421.SAFE,Downloaded,2019-08-29 05:48:02
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLA_20190814T101421.SAFE,COGGED,2019-08-29 05:51:44
S2A_MSIL2A_20190814T072621_N0213_R049_T38PLA_20190814T101421.SAFE,NDVIID,2019-08-29 05:52:51
S2A_MSIL2A_20190814T072621_N0213_R049_T37PHQ_20190814T101421.SAFE,Starting,2019-08-29 05:52:51
S2A_MSIL2A_20190814T072621_N0213_R049_T37PHQ_20190814T101421.SAFE,Downloaded,2019-08-29 06:09:36
S2A_MSIL2A_20190814T072621_N0213_R049_T37PHQ_20190814T101421.SAFE,COGGED,2019-08-29 06:12:12
S2A_MSIL2A_20190814T072621_N0213_R049_T37PHQ_20190814T101421.SAFE,NDVIID,2019-08-29 06:13:15
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKA_20190814T101421.SAFE,Starting,2019-08-29 06:13:15
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKA_20190814T101421.SAFE,Downloaded,2019-08-29 06:27:05
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKA_20190814T101421.SAFE,COGGED,2019-08-29 06:30:17
S2A_MSIL2A_20190814T072621_N0213_R049_T38PKA_20190814T101421.SAFE,NDVIID,2019-08-29 06:31:24
