GRANULE_ID,PRODUCT_ID,DATATAKE_IDENTIFIER,MGRS_TILE,SENSING_TIME,TOTAL_SIZE,CLOUD_COVER,GEOMETRIC_QUALITY_FLAG,GENERATION_TIME,NORTH_LAT,SOUTH_LAT,WEST_LON,EAST_LON,BASE_URL
L2A_T58LEN_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LEN_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LEN,2018-12-13T23:19:26.000000Z,716271271,99.999999,,2018-12-14T00:58:52.000000Z,-10.8537530325,-11.848398673599998,164.999724451,166.007753496,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/EN/S2A_MSIL2A_20181213T231841_N0211_R001_T58LEN_20181214T005852.SAFE
L2A_T58LEP_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LEP_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LEP,2018-12-13T23:19:11.000000Z,709873892,99.999998,,2018-12-14T00:58:52.000000Z,-9.9492764363,-10.9438413192,164.999725343,166.00457291,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/EP/S2A_MSIL2A_20181213T231841_N0211_R001_T58LEP_20181214T005852.SAFE
L2A_T58LFN_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LFN_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LFN,2018-12-13T23:19:22.000000Z,700275256,99.999868,,2018-12-14T00:58:52.000000Z,-10.8494090379,-11.8469111249,165.914808482,166.925720082,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/FN/S2A_MSIL2A_20181213T231841_N0211_R001_T58LFN_20181214T005852.SAFE
L2A_T58LFP_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LFP_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LFP,2018-12-13T23:19:08.000000Z,719243728,99.999996,,2018-12-14T00:58:52.000000Z,-9.94530189529,-10.9424701023,165.912178121,166.919645526,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/FP/S2A_MSIL2A_20181213T231841_N0211_R001_T58LFP_20181214T005852.SAFE
L2A_T58LGN_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LGN_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LGN,2018-12-13T23:19:19.000000Z,334869217,99.963813,,2018-12-14T00:58:52.000000Z,-10.8459639369,-11.8424529542,166.82909930600002,167.409126883,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GN/S2A_MSIL2A_20181213T231841_N0211_R001_T58LGN_20181214T005852.SAFE
L2A_T58LGP_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LGP_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LGP,2018-12-13T23:19:04.000000Z,536083145,99.960563,,2018-12-14T00:58:52.000000Z,-9.94060300572,-10.9383607172,166.823843199,167.608728359,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GP/S2A_MSIL2A_20181213T231841_N0211_R001_T58LGP_20181214T005852.SAFE
L2A_T58LGQ_A018159_20181213T231844,S2A_MSIL2A_20181213T231841_N0211_R001_T58LGQ_20181214T005852,GS2A_20181213T231841_018159_N02.11,58LGQ,2018-12-13T23:18:53.000000Z,495336798,99.046493,,2018-12-14T00:58:52.000000Z,-9.28839507308,-10.0342126889,166.82032213600002,167.702732253,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GQ/S2A_MSIL2A_20181213T231841_N0211_R001_T58LGQ_20181214T005852.SAFE
L2A_T56MQS_A009251_20181214T000724,S2B_MSIL2A_20181214T000729_N0211_R073_T56MQS_20181214T014149,GS2B_20181214T000729_009251_N02.11,56MQS,2018-12-14T00:08:42.000000Z,617164028,22.705956,,2018-12-14T01:41:49.000000Z,-7.2297187230999995,-8.2263074216,154.810926327,155.60981195899998,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/QS/S2B_MSIL2A_20181214T000729_N0211_R073_T56MQS_20181214T014149.SAFE
L2A_T56MQT_A009251_20181214T000724,S2B_MSIL2A_20181214T000729_N0211_R073_T56MQT_20181214T014149,GS2B_20181214T000729_009251_N02.11,56MQT,2018-12-14T00:08:27.000000Z,767753091,59.64713100000001,,2018-12-14T01:41:49.000000Z,-6.324863747459999,-7.322017516210001,154.80755173100002,155.799683434,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/QT/S2B_MSIL2A_20181214T000729_N0211_R073_T56MQT_20181214T014149.SAFE
L2A_T56MRT_A009251_20181214T000724,S2B_MSIL2A_20181214T000729_N0211_R073_T56MRT_20181214T014149,GS2B_20181214T000729_009251_N02.11,56MRT,2018-12-14T00:08:19.000000Z,33222922,39.696220000000004,,2018-12-14T01:41:49.000000Z,-6.324817518090001,-6.75580195081,155.71116164,155.80806487200002,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/RT/S2B_MSIL2A_20181214T000729_N0211_R073_T56MRT_20181214T014149.SAFE
L2A_T57LWH_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LWH_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LWH,2018-12-14T23:39:39.000000Z,403727132,99.66549599999999,,2018-12-15T01:24:05.000000Z,-10.853752979500001,-11.8481520731,159.373755601,160.007753514,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/WH/S2B_MSIL2A_20181214T233809_N0211_R087_T57LWH_20181215T012405.SAFE
L2A_T57LWK_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LWK_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LWK,2018-12-14T23:39:13.000000Z,101024753,47.70988,,2018-12-15T01:24:05.000000Z,-9.13536805479,-10.0382840424,159.791977118,160.001659581,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/WK/S2B_MSIL2A_20181214T233809_N0211_R087_T57LWK_20181215T012405.SAFE
L2A_T57LXG_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LXG_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LXG,2018-12-14T23:39:51.000000Z,835729334,99.981336,,2018-12-15T01:24:05.000000Z,-11.7529178931,-12.7507513506,159.917680063,160.93230869200002,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XG/S2B_MSIL2A_20181214T233809_N0211_R087_T57LXG_20181215T012405.SAFE
L2A_T57LXH_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LXH_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LXH,2018-12-14T23:39:37.000000Z,889372358,92.37702,,2018-12-15T01:24:05.000000Z,-10.8494090021,-11.8469111405,159.91480842200002,160.925720005,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XH/S2B_MSIL2A_20181214T233809_N0211_R087_T57LXH_20181215T012405.SAFE
L2A_T57LXK_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LXK_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LXK,2018-12-14T23:39:08.000000Z,928360642,46.81147,,2018-12-15T01:24:05.000000Z,-9.041143210760001,-10.0379750013,159.911003997,160.914081411,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XK/S2B_MSIL2A_20181214T233809_N0211_R087_T57LXK_20181215T012405.SAFE
L2A_T57LXL_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LXL_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LXL,2018-12-14T23:38:53.000000Z,697894520,25.886715,,2018-12-15T01:24:05.000000Z,-8.13748000022,-9.13373764514,159.999008274,160.90902338200002,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XL/S2B_MSIL2A_20181214T233809_N0211_R087_T57LXL_20181215T012405.SAFE
L2A_T57LYJ_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LYJ_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LYJ,2018-12-14T23:39:19.000000Z,926801526,71.667502,,2018-12-15T01:24:05.000000Z,-9.93884943593,-10.9383606746,160.82384327,161.833659493,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/YJ/S2B_MSIL2A_20181214T233809_N0211_R087_T57LYJ_20181215T012405.SAFE
L2A_T57LYK_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LYK_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LYK,2018-12-14T23:39:04.000000Z,974723725,53.1121,,2018-12-15T01:24:05.000000Z,-9.03528729403,-10.0342122698,160.81906574299998,161.825453249,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/YK/S2B_MSIL2A_20181214T233809_N0211_R087_T57LYK_20181215T012405.SAFE
L2A_T57LYL_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LYL_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LYL,2018-12-14T23:38:50.000000Z,919735567,32.124731,,2018-12-15T01:24:05.000000Z,-8.1322174709,-9.13055455796,160.81476368399998,161.817993401,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/YL/S2B_MSIL2A_20181214T233809_N0211_R087_T57LYL_20181215T012405.SAFE
L2A_T57LZH_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LZH_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LZH,2018-12-14T23:39:30.000000Z,473372073,92.96025300000001,,2018-12-15T01:24:05.000000Z,-10.8369578781,-11.835024843,161.74345351899998,162.36891514,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZH/S2B_MSIL2A_20181214T233809_N0211_R087_T57LZH_20181215T012405.SAFE
L2A_T57LZJ_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LZJ_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LZJ,2018-12-14T23:39:15.000000Z,726855014,82.969725,,2018-12-15T01:24:05.000000Z,-9.93174365052,-10.931513786300002,161.735576055,162.56839303700002,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZJ/S2B_MSIL2A_20181214T233809_N0211_R087_T57LZJ_20181215T012405.SAFE
L2A_T57LZK_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T57LZK_20181215T012405,GS2B_20181214T233809_009265_N02.11,57LZK,2018-12-14T23:39:00.000000Z,985781245,80.169294,,2018-12-15T01:24:05.000000Z,-9.02718266283,-10.02794252,161.728416889,162.727743416,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZK/S2B_MSIL2A_20181214T233809_N0211_R087_T57LZK_20181215T012405.SAFE
L2A_T58LBN_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T58LBN_20181215T012405,GS2B_20181214T233809_009265_N02.11,58LBN,2018-12-14T23:39:23.000000Z,33502572,100.0,,2018-12-15T01:24:05.000000Z,-10.8431614115,-11.369631679000001,162.25107248700002,162.367309288,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BN/S2B_MSIL2A_20181214T233809_N0211_R087_T58LBN_20181215T012405.SAFE
L2A_T58LBP_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T58LBP_20181215T012405,GS2B_20181214T233809_009265_N02.11,58LBP,2018-12-14T23:39:12.000000Z,198268940,97.43790899999999,,2018-12-15T01:24:05.000000Z,-9.93958556414,-10.9323273973,162.255188352,162.566170081,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BP/S2B_MSIL2A_20181214T233809_N0211_R087_T58LBP_20181215T012405.SAFE
L2A_T58LBR_A009265_20181214T233809,S2B_MSIL2A_20181214T233809_N0211_R087_T58LBR_20181215T012405,GS2B_20181214T233809_009265_N02.11,58LBR,2018-12-14T23:38:44.000000Z,652616895,64.341321,,2018-12-15T01:24:05.000000Z,-8.132817864989999,-9.128113987739999,162.270365537,162.963053204,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BR/S2B_MSIL2A_20181214T233809_N0211_R087_T58LBR_20181215T012405.SAFE
L2A_T58LGN_A009279_20181215T230859,S2B_MSIL2A_20181215T230859_N0211_R101_T58LGN_20181216T004820,GS2B_20181215T230859_009279_N02.11,58LGN,2018-12-15T23:09:26.000000Z,693703414,92.677633,,2018-12-16T00:48:20.000000Z,-10.8423567033,-11.8418436621,166.926820469,167.842618496,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GN/S2B_MSIL2A_20181215T230859_N0211_R101_T58LGN_20181216T004820.SAFE
L2A_T58LGP_A009279_20181215T230859,S2B_MSIL2A_20181215T230859_N0211_R101_T58LGP_20181216T004820,GS2B_20181215T230859_009279_N02.11,58LGP,2018-12-15T23:09:12.000000Z,440411589,99.999087,,2018-12-16T00:48:20.000000Z,-9.941350672719999,-10.9363674515,167.13672316,167.833660304,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GP/S2B_MSIL2A_20181215T230859_N0211_R101_T58LGP_20181216T004820.SAFE
L2A_T58LGQ_A009279_20181215T230859,S2B_MSIL2A_20181215T230859_N0211_R101_T58LGQ_20181216T004820,GS2B_20181215T230859_009279_N02.11,58LGQ,2018-12-15T23:09:04.000000Z,37781985,99.999998,,2018-12-16T00:48:20.000000Z,-9.91632684885,-10.0309318042,167.345762932,167.82545394,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/GQ/S2B_MSIL2A_20181215T230859_N0211_R101_T58LGQ_20181216T004820.SAFE
L2A_T56LRR_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T56LRR_20181216T014421,GS2A_20181215T235731_018188_N02.11,56LRR,2018-12-15T23:58:56.000000Z,788300035,99.8803,,2018-12-16T01:44:21.000000Z,-8.12493414651,-9.124859281980001,155.721969755,156.726776737,gs://gcp-public-data-sentinel-2/L2/tiles/56/L/RR/S2A_MSIL2A_20181215T235731_N0211_R030_T56LRR_20181216T014421.SAFE
L2A_T56MQS_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T56MQS_20181216T014421,GS2A_20181215T235731_018188_N02.11,56MQS,2018-12-15T23:58:44.000000Z,450163663,94.619463,,2018-12-16T01:44:21.000000Z,-7.2285606176899995,-8.224495939810001,155.17938414399998,155.811261528,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/QS/S2A_MSIL2A_20181215T235731_N0211_R030_T56MQS_20181216T014421.SAFE
L2A_T56MQT_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T56MQT_20181216T014421,GS2A_20181215T235731_018188_N02.11,56MQT,2018-12-15T23:58:30.000000Z,315214963,93.161456,,2018-12-16T01:44:21.000000Z,-6.324863747459999,-7.319344728010001,155.384396277,155.805253837,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/QT/S2A_MSIL2A_20181215T235731_N0211_R030_T56MQT_20181216T014421.SAFE
L2A_T56MRS_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T56MRS_20181216T014421,GS2A_20181215T235731_018188_N02.11,56MRS,2018-12-15T23:58:41.000000Z,849867506,93.23060799999999,,2018-12-16T01:44:21.000000Z,-7.22209546477,-8.22118392489,155.71621896,156.717884618,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/RS/S2A_MSIL2A_20181215T235731_N0211_R030_T56MRS_20181216T014421.SAFE
L2A_T56MRT_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T56MRT_20181216T014421,GS2A_20181215T235731_018188_N02.11,56MRT,2018-12-15T23:58:27.000000Z,881643364,82.167472,,2018-12-16T01:44:21.000000Z,-6.31921370089,-7.317463547210001,155.71116164,156.709948849,gs://gcp-public-data-sentinel-2/L2/tiles/56/M/RT/S2A_MSIL2A_20181215T235731_N0211_R030_T56MRT_20181216T014421.SAFE
L2A_T57LTL_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57LTL_20181216T014421,GS2A_20181215T235731_018188_N02.11,57LTL,2018-12-15T23:58:54.000000Z,790763640,99.951291,,2018-12-16T01:44:21.000000Z,-8.132817846030001,-9.130986775619998,156.270365597,157.273427736,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/TL/S2A_MSIL2A_20181215T235731_N0211_R030_T57LTL_20181216T014421.SAFE
L2A_T57LUL_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57LUL_20181216T014421,GS2A_20181215T235731_018188_N02.11,57LUL,2018-12-15T23:58:50.000000Z,516649801,99.989517,,2018-12-16T01:44:21.000000Z,-8.137886488280001,-9.13284012841,157.179940036,157.93325838,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/UL/S2A_MSIL2A_20181215T235731_N0211_R030_T57LUL_20181216T014421.SAFE
L2A_T57MTM_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57MTM_20181216T014421,GS2A_20181215T235731_018188_N02.11,57MTM,2018-12-15T23:58:39.000000Z,868625069,96.561166,,2018-12-16T01:44:21.000000Z,-7.22909359364,-8.22669613615,156.276887093,157.27707876,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/TM/S2A_MSIL2A_20181215T235731_N0211_R030_T57MTM_20181216T014421.SAFE
L2A_T57MTN_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57MTN_20181216T014421,GS2A_20181215T235731_018188_N02.11,57MTN,2018-12-15T23:58:25.000000Z,922042278,75.480226,,2018-12-16T01:44:21.000000Z,-6.3253296111,-7.32236299171,156.282706986,157.280289534,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/TN/S2A_MSIL2A_20181215T235731_N0211_R030_T57MTN_20181216T014421.SAFE
L2A_T57MUM_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57MUM_20181216T014421,GS2A_20181215T235731_018188_N02.11,57MUM,2018-12-15T23:58:36.000000Z,681004685,99.981695,,2018-12-16T01:44:21.000000Z,-7.233592820119999,-8.22893955072,157.184292045,158.130876951,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/UM/S2A_MSIL2A_20181215T235731_N0211_R030_T57MUM_20181216T014421.SAFE
L2A_T57MUN_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57MUN_20181216T014421,GS2A_20181215T235731_018188_N02.11,57MUN,2018-12-15T23:58:21.000000Z,803428650,99.990481,,2018-12-16T01:44:21.000000Z,-6.32926161145,-7.324785096839999,157.18817585,158.18439016600001,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/UN/S2A_MSIL2A_20181215T235731_N0211_R030_T57MUN_20181216T014421.SAFE
L2A_T57MVM_A018188_20181215T235731,S2A_MSIL2A_20181215T235731_N0211_R030_T57MVM_20181216T014421,GS2A_20181215T235731_018188_N02.11,57MVM,2018-12-15T23:58:26.000000Z,9956069,99.999997,,2018-12-16T01:44:21.000000Z,-7.236293223300001,-7.4074173414899995,158.093396424,158.130876951,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/VM/S2A_MSIL2A_20181215T235731_N0211_R030_T57MVM_20181216T014421.SAFE
L2A_T57LZH_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T57LZH_20181217T011801,GS2A_20181216T232831_018202_N02.11,57LZH,2018-12-16T23:29:32.000000Z,645114225,87.91566,,2018-12-17T01:18:01.000000Z,-10.832596714700001,-11.833527119100001,161.902581491,162.759303465,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZH/S2A_MSIL2A_20181216T232831_N0211_R044_T57LZH_20181217T011801.SAFE
L2A_T57LZJ_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T57LZJ_20181217T011801,GS2A_20181216T232831_018202_N02.11,57LZJ,2018-12-16T23:29:17.000000Z,433515438,97.00175899999999,,2018-12-17T01:18:01.000000Z,-9.92991923612,-10.9279787872,162.11276222,162.747470934,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZJ/S2A_MSIL2A_20181216T232831_N0211_R044_T57LZJ_20181217T011801.SAFE
L2A_T57LZK_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T57LZK_20181217T011801,GS2A_20181216T232831_018202_N02.11,57LZK,2018-12-16T23:29:03.000000Z,236560913,99.999841,,2018-12-17T01:18:01.000000Z,-9.02718266283,-10.0226033396,162.32076441200002,162.736631378,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/ZK/S2A_MSIL2A_20181216T232831_N0211_R044_T57LZK_20181217T011801.SAFE
L2A_T58LBN_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T58LBN_20181217T011801,GS2A_20181216T232831_018202_N02.11,58LBN,2018-12-16T23:29:30.000000Z,942103482,66.235915,,2018-12-17T01:18:01.000000Z,-10.8431614115,-11.8430165981,162.24651028600002,163.25978746799998,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BN/S2A_MSIL2A_20181216T232831_N0211_R044_T58LBN_20181217T011801.SAFE
L2A_T58LBP_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T58LBP_20181217T011801,GS2A_20181216T232831_018202_N02.11,58LBP,2018-12-16T23:29:16.000000Z,817350044,97.60305699999999,,2018-12-17T01:18:01.000000Z,-9.940198446210001,-10.9388803119,162.255189166,163.264788854,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BP/S2A_MSIL2A_20181216T232831_N0211_R044_T58LBP_20181217T011801.SAFE
L2A_T58LBR_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T58LBR_20181217T011801,GS2A_20181216T232831_018202_N02.11,58LBR,2018-12-16T23:28:47.000000Z,448608211,99.999992,,2018-12-17T01:18:01.000000Z,-8.13571812886,-9.1309867782,162.526209325,163.273427763,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/BR/S2A_MSIL2A_20181216T232831_N0211_R044_T58LBR_20181217T011801.SAFE
L2A_T58LEP_A018202_20181216T232833,S2A_MSIL2A_20181216T232831_N0211_R044_T58LEP_20181217T011801,GS2A_20181216T232831_018202_N02.11,58LEP,2018-12-16T23:29:01.000000Z,25904015,99.999999,,2018-12-17T01:18:01.000000Z,-9.9507639085,-10.349816750599999,164.999725878,165.08776449799998,gs://gcp-public-data-sentinel-2/L2/tiles/58/L/EP/S2A_MSIL2A_20181216T232831_N0211_R044_T58LEP_20181217T011801.SAFE
L2A_T57LUL_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LUL_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LUL,2018-12-17T23:48:58.861000Z,395715760,99.999994,,2018-12-18T01:33:10.000000Z,-8.13988823476,-9.1341847138,157.481792906,158.181134233,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/UL/S2B_MSIL2A_20181217T234739_N0211_R130_T57LUL_20181218T013310.SAFE
L2A_T57LVK_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LVK_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LVK,2018-12-17T23:49:10.443000Z,713459137,99.996296,,2018-12-18T01:33:10.000000Z,-9.04498064347,-10.0392185204,158.087028059,159.08897425700002,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/VK/S2B_MSIL2A_20181217T234739_N0211_R130_T57LVK_20181218T013310.SAFE
L2A_T57LVL_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LVL_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LVL,2018-12-17T23:48:56.000000Z,677734240,100.0,,2018-12-18T01:33:10.000000Z,-8.14092863987,-9.135102185360001,158.089441985,159.08873895899998,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/VL/S2B_MSIL2A_20181217T234739_N0211_R130_T57LVL_20181218T013310.SAFE
L2A_T57LWH_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LWH_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LWH,2018-12-17T23:49:35.942000Z,652895350,81.826545,,2018-12-18T01:33:10.000000Z,-10.8542247088,-11.848398698299999,158.99972439799998,159.847476809,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/WH/S2B_MSIL2A_20181217T234739_N0211_R130_T57LWH_20181218T013310.SAFE
L2A_T57LWK_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LWK_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LWK,2018-12-17T23:49:07.068000Z,703668720,99.999789,,2018-12-18T01:33:10.000000Z,-9.044750377289999,-10.0392303793,158.999726127,160.00165949,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/WK/S2B_MSIL2A_20181217T234739_N0211_R130_T57LWK_20181218T013310.SAFE
L2A_T57LWL_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LWL_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LWL,2018-12-17T23:48:52.726000Z,702401946,99.999999,,2018-12-18T01:33:10.000000Z,-8.140721713969999,-9.135112962120001,158.999726854,159.999011182,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/WL/S2B_MSIL2A_20181217T234739_N0211_R130_T57LWL_20181218T013310.SAFE
L2A_T57LXK_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LXK_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LXK,2018-12-17T23:49:02.748000Z,172436763,99.948983,,2018-12-18T01:33:10.000000Z,-9.043993349489998,-10.0379750013,159.909787409,160.246032924,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XK/S2B_MSIL2A_20181217T234739_N0211_R130_T57LXK_20181218T013310.SAFE
L2A_T57LXL_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57LXL_20181218T013310,GS2B_20181217T234739_009308_N02.11,57LXL,2018-12-17T23:48:49.259000Z,302935080,100.0,,2018-12-18T01:33:10.000000Z,-8.139373969660001,-9.13397260358,159.90763477,160.444733359,gs://gcp-public-data-sentinel-2/L2/tiles/57/L/XL/S2B_MSIL2A_20181217T234739_N0211_R130_T57LXL_20181218T013310.SAFE
L2A_T57MUM_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57MUM_20181218T013310,GS2B_20181217T234739_009308_N02.11,57MUM,2018-12-17T23:48:44.243000Z,269551609,99.999998,,2018-12-18T01:33:10.000000Z,-7.235897255249999,-8.22957286721,157.688018269,158.18286663700002,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/UM/S2B_MSIL2A_20181217T234739_N0211_R130_T57MUM_20181218T013310.SAFE
L2A_T57MUN_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57MUN_20181218T013310,GS2B_20181217T234739_009308_N02.11,57MUN,2018-12-17T23:48:30.945000Z,131390299,100.0,,2018-12-18T01:33:10.000000Z,-6.331657970529999,-7.32491999496,157.893003084,158.18439016600001,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/UN/S2B_MSIL2A_20181217T234739_N0211_R130_T57MUN_20181218T013310.SAFE
L2A_T57MVM_A009308_20181217T234736,S2B_MSIL2A_20181217T234739_N0211_R130_T57MVM_20181218T013310,GS2B_20181217T234739_009308_N02.11,57MVM,2018-12-17T23:48:41.270000Z,662536585,100.0,,2018-12-18T01:33:10.000000Z,-7.236293223300001,-8.23039821433,158.091620388,159.088526672,gs://gcp-public-data-sentinel-2/L2/tiles/57/M/VM/S2B_MSIL2A_20181217T234739_N0211_R130_T57MVM_20181218T013310.SAFE
